"unique_trial_id","subject_id","RT","correctness","mousetrackingDuration","movementDirection","exemplar","traveledDistance","trial_type","mouse_question","MAD","AUC","xpos_flips","ypos_flips","initiation_time","total_dist","prototype_label","z_AUC","z_RT","z_initiation_time"
"524",2099,2680,"Correct",2511,51.275564,"Dove",228,"Typical","Touch",-68.3546018318979,-4241,1,0,1371,984.031539660011,"straight",-0.157798453198314,-0.161644803649967,1.16193835233787
"526",2099,2577,"Correct",2448,56.98317242,"Cangaroo",184,"Typical","Touch",134.592468513764,13072,2,0,1570,937.886202339201,"straight",0.249514178485724,-0.286342223608514,1.66469406630468
"527",2099,2648,"Correct",2529,55.46401789,"Clownfish",328,"Typical","Touch",39.6032368640085,11911.5,0,0,845,828.096784149425,"straight",0.222211786695201,-0.126016969376097,-0.1669536353332
"528",2099,2755,"Correct",2457,53.23305962,"Frog",256,"Atypical","Touch",138.298264956876,107,3,2,773,1045.16377667656,"straight",-0.055505648799181,-0.268528306471579,-0.348855200185514
"529",2099,3210,"Correct",2610,59.64753749,"Eagle",280,"Typical","Touch",49.9564993989682,22984,1,2,792,859.401280772123,"straight",0.482707894494052,0.03430828485632,-0.300853398349487
"530",2099,2326,"Correct",2173,60.4610308,"Elephant",188,"Typical","Touch",188.520755114276,48739,2,2,1152,977.067237810322,"straight",1.08863042837162,-0.830656358348201,0.608654425912082
"532",2099,1991,"Correct",1886,52.38424592,"Cow",197,"Typical","Touch",-174.483741326966,-83142.5,3,1,675,972.246397531796,"straight",-2.01406701490444,-1.3987223826038,-0.596443441234497
"535",2098,1256,"Correct",1252,77.91442841,"Frog",15,"Atypical","Touch",4.81091644692745,4017,0,0,0,1670.06045063648,"curved",1.01647443096177,-0.316074197436037,NA
"536",2098,960,"Correct",952,77.26929776,"Guineapig",12,"Typical","Touch",1.04198328955622,875,0,0,0,1679.49584803254,"curved",0.201123064504292,-1.87053746351491,NA
"537",2098,1310,"Correct",1304,76.78150139,"Cow",16,"Typical","Touch",1.29896474718488,1113,0,0,0,1713.68696665761,"curved",0.262884243758551,-0.0466338979823661,NA
"538",2098,1485,"Correct",1479,77.20125771,"Zebra",18,"Typical","Touch",-7.72877562293455,-6592,0,0,0,1706.46316364459,"curved",-1.73656905940977,0.860136340563641,NA
"539",2098,1358,"Correct",1354,76.70233349,"Tuna",17,"Typical","Touch",-0.229893494579983,-195,0,0,0,1696.46453811337,"curved",-0.0765427413867013,0.212443313030779,NA
"540",2098,1649,"Correct",1645,78.06157746,"Cangaroo",20,"Typical","Touch",5.02869812954097,4212,0,0,0,1675.83110752674,"curved",1.06707707782976,1.72027268112728,NA
"541",2098,1454,"Correct",1448,78.46463307,"Snake",18,"Typical","Touch",3.11153925686553,2624,0,0,0,1687.56053757978,"curved",0.654989881797141,0.699508469735491,NA
"542",2098,1300,"Correct",1290,78.62700214,"Dove",16,"Typical","Touch",-7.5213654289461,-6286,0,0,0,1672.16983111515,"curved",-1.65716182894001,-0.119175517066047,NA
"543",2098,1281,"Correct",1277,77.92621329,"Clownfish",16,"Typical","Touch",2.89982480674095,2471,0,0,0,1704.38670306071,"curved",0.61528626656226,-0.186535591929464,NA
"544",2098,1434,"Correct",1425,77.63410305,"Elephant",17,"Typical","Touch",2.42372807518356,2070,0,0,0,1708.14489451021,"curved",0.51122646454143,0.580332952669444,NA
"545",2098,1190,"Correct",1187,78.36129586,"Salamander",15,"Atypical","Touch",-4.60314954814177,-3913,0,0,0,1700.52734320408,"curved",-1.04136654166961,-0.652874571753125,NA
"546",2098,1467,"Correct",1463,78.78032522,"Seal",18,"Atypical","Touch",4.86970686902782,4088,0,0,0,1679.33161421172,"curved",1.03489898443678,0.777231633039434,NA
"547",2098,995,"Correct",993,77.53115732,"Eagle",13,"Typical","Touch",-3.78661380659131,-3184.5,1,0,0,1683.71677182305,"curved",-0.852320242985884,-1.65809415048413,NA
"548",2097,2359,"Correct",2294,85.7546215,"Frog",70,"Atypical","Mouse",753.684732931056,311449.5,1,1,1260,1743.45039968345,"dCoM",1.60973189468941,1.97074287546043,2.43993720604732
"549",2097,1663,"Correct",1505,61.1765816,"Cow",91,"Typical","Mouse",-11.0949155222146,-776.5,0,0,849,776.845981451668,"straight",-0.551780004379692,0.041053503743746,1.32869779781586
"550",2097,1162,"Correct",983,58.11740424,"Dolphin",32,"Atypical","Mouse",55.1567264475554,22690.5,0,1,450,860.728561234595,"straight",-0.389320120399965,-1.23562311480645,0.249903335810134
"551",2097,1767,"Correct",1562,47.16094558,"Clownfish",70,"Typical","Mouse",-82.684385667069,-38675,0,0,270,895.415294118086,"straight",-0.814147836356755,0.180460720711871,-0.236770857575907
"552",2097,1801,"Correct",1737,57.80569608,"Snake",57,"Typical","Mouse",61.3749887951436,25458.5,1,0,377,818.681047814266,"straight",-0.370157510826696,0.608465334210502,0.0525299129369061
"553",2097,1600,"Correct",1440,50.90802596,"Tuna",58,"Typical","Mouse",-68.5488405890633,-38611.5,0,0,720,838.27670738226,"straight",-0.813708231693495,-0.117919638412888,0.979914625889196
"554",2097,1503,"Correct",1359,76.11405082,"Guineapig",70,"Typical","Mouse",729.315573430695,260747,3,2,0,1762.61491810045,"dCoM",1.25872314761981,-0.31602463094654,-0.96678214765497
"555",2097,928,"Correct",767,58.44192202,"Elephant",38,"Typical","Mouse",-13.6199246764246,-5244,0,0,360,783.165575581574,"straight",-0.582708096239727,-1.76390309489619,0.0065662391171133
"556",2097,1745,"Correct",1487,47.87397173,"Seahorse",45,"Atypical","Mouse",-96.1769593158768,-34754.5,2,0,0,873.187371303177,"straight",-0.787006575218027,-0.00296982793039882,-0.96678214765497
"558",2097,2096,"Correct",1913,51.61447947,"Cangaroo",81,"Typical","Mouse",-77.4356728967274,-8931,0,1,180,835.828669834749,"straight",-0.608232858341115,1.0389156883577,-0.480107954268928
"559",2097,1049,"Correct",943,53.84943976,"Zebra",44,"Typical","Mouse",-41.4568763317654,-23840.5,0,0,360,816.625227076175,"straight",-0.711449956402041,-1.333452740749,0.0065662391171133
"562",2096,1730,"Correct",1686,54.82506245,"Snake",41,"Typical","Mouse",-201.117406258382,9465.5,3,1,630,1305.41086396683,"straight",-0.584171178948039,0.819893047843472,0.0215481880441576
"563",2096,2042,"Correct",1895,76.37699555,"Dolphin",56,"Atypical","Mouse",932.366878447627,439887,2,3,540,2203.17034268995,"dCoM",2.86459103300253,1.60262298845862,-0.258578256529892
"564",2096,1898,"Correct",1764,54.95523285,"Dove",52,"Typical","Mouse",37.6072124180134,11301.5,1,0,630,886.926923619416,"straight",-0.56946018653446,1.11201235582425,0.0215481880441576
"565",2096,1242,"Correct",1105,54.96485019,"Frog",41,"Atypical","Mouse",35.923634905885,9712,1,1,0,880.820051182819,"straight",-0.582196092003623,-1.35602128467998,-1.93933692397419
"566",2096,1399,"Correct",1238,51.65321744,"Seal",43,"Atypical","Mouse",29.929387191264,12536.5,0,0,540,880.416198864493,"straight",-0.559564720504629,-0.857920413379431,-0.258578256529892
"568",2096,1321,"Correct",1103,54.29177019,"Cow",26,"Typical","Mouse",107.270438193711,62422,0,0,810,929.325347013902,"straight",-0.159855999345811,-1.36351152334615,0.581801077192257
"569",2096,1610,"Correct",1483,49.61806567,"Zebra",36,"Typical","Mouse",99.0075647898713,47189,1,2,630,1180.97717802628,"straight",-0.28191076374453,0.0596338232268442,0.0215481880441576
"570",2096,1619,"Correct",1391,46.78002044,"Tuna",33,"Typical","Mouse",88.7796884709979,46664,1,0,990,972.72517871089,"straight",-0.286117338372595,-0.284917155417145,1.14205396634036
"571",2096,1908,"Correct",1790,59.85791871,"Guineapig",61,"Typical","Mouse",603.752781476174,217553,2,0,990,1801.28972070375,"cCoM",1.08313472184749,1.2093854584845,1.14205396634036
"572",2096,1546,"Correct",1416,52.51207052,"Cangaroo",43,"Typical","Mouse",52.4689601773742,7884.5,1,0,720,929.163789659582,"straight",-0.596838977970843,-0.191289172089974,0.301674632618207
"573",2096,1724,"Correct",1597,54.68981551,"Clownfish",43,"Typical","Mouse",77.2724577688511,31893,0,0,990,897.186718618971,"straight",-0.404470317098616,0.486577427198744,1.14205396634036
"574",2096,1378,"Correct",1168,53.67652703,"Eagle",42,"Typical","Mouse",65.209207163474,19172,0,2,0,919.29408727853,"straight",-0.506397623467427,-1.12007876669551,-1.93933692397419
"576",2095,1229,"Correct",1171,49.78297358,"Zebra",48,"Typical","Mouse",-290.156595578484,-140743,3,1,270,1048.51183299257,"straight",-1.73900238452633,-1.32220567504425,-0.367030053380094
"578",2095,1991,"Correct",1831,49.52271248,"Cow",70,"Typical","Mouse",98.3977022552214,6211,3,1,0,1065.61906045076,"straight",-0.659019409552091,-0.601151557688988,-0.779938863432699
"579",2095,1806,"Correct",1562,61.31860637,"Dolphin",80,"Atypical","Mouse",404.962834843793,177941,3,1,0,1581.76221630612,"cCoM",0.603045429052683,-0.895035735823177,-0.779938863432699
"581",2095,1691,"Correct",1471,53.6601407,"Clownfish",48,"Typical","Mouse",109.855689501319,56545,2,1,270,932.92094191398,"straight",-0.289108668351761,-0.994453803519129,-0.367030053380094
"583",2095,2357,"Correct",2184,82.05429346,"Tuna",103,"Typical","Mouse",639.419710777989,211710,3,2,0,1613.40187813653,"dCoM",0.851217952984696,-0.215496855527765,-0.779938863432699
"584",2095,3575,"Correct",3389,65.51643045,"Cangaroo",86,"Typical","Mouse",307.43923820988,97241.5,3,2,2070,1158.49917321608,"cCoM",0.00997490297694799,1.10097316176479,2.38569534697061
"585",2095,3884,"Correct",3884,50.20480399,"Frog",104,"Atypical","Mouse",-124.659065616414,-72510,2,1,1350,1086.94511095614,"straight",-1.23754969639659,1.64176374978124,1.28460518683033
"586",2095,2756,"Correct",2460,62.1808287,"Elephant",77,"Typical","Mouse",120.43255236829,53787,1,0,810,928.617988571248,"straight",-0.309377548715541,0.0860348662753435,0.458787566725117
"587",2094,1100,"Correct",905,53.32548981,"Zebra",60,"Typical","Mouse",-82.0523501993797,-77939.5,0,0,360,1610.48461116436,"straight",-0.769494287669844,-0.974199208158285,0.822032496838165
"588",2094,1020,"Correct",1011,57.00774778,"Frog",86,"Atypical","Mouse",64.2316760354946,32331,1,0,270,1776.54036203865,"straight",-0.458514286995926,-0.152125412174135,0.336040570966183
"589",2094,961,"Correct",960,59.23643412,"Cow",87,"Typical","Mouse",73.838256830972,19401.5,3,1,0,1599.72241758987,"straight",-0.494977492646697,-0.547651483826886,-1.12193520664976
"590",2094,1022,"Correct",1008,66.02788783,"Dolphin",71,"Atypical","Mouse",815.128488053424,871091,2,0,450,2517.76812763635,"cCoM",1.90691967190746,-0.17539165168312,1.30802442271015
"591",2094,1066,"Correct",1066,58.54271765,"Tuna",80,"Typical","Mouse",158.178511999438,154869.5,1,0,0,1697.23076037218,"straight",-0.112936613796104,0.274422312157264,-1.12193520664976
"592",2094,976,"Correct",975,58.36634946,"Clownfish",58,"Typical","Mouse",165.677968201829,164373.5,0,0,270,1668.44400232693,"curved",-0.0861338521653421,-0.431320286281959,0.336040570966183
"593",2094,1036,"Correct",1032,53.6670226,"Cangaroo",66,"Typical","Mouse",114.984566460888,153951.5,3,1,0,1809.2905238365,"straight",-0.115525516908166,0.0107382643887632,-1.12193520664976
"594",2094,1111,"Correct",1106,60.2578434,"Dove",65,"Typical","Mouse",71.5802764534228,76717,1,0,361,1655.22451699367,"straight",-0.33333884741859,0.584638838943736,0.827432407125631
"595",2094,1085,"Correct",1075,55.0819939,"Snake",88,"Typical","Mouse",-169.338641891279,-29310.5,2,1,0,1734.82413098286,"straight",-0.632352926627933,0.34422103068422,-1.12193520664976
"596",2094,1195,"Correct",1189,63.51437678,"Elephant",85,"Typical","Mouse",162.188290491889,130936,2,2,360,1636.54506087254,"curved",-0.180432814920876,1.22833813202567,0.822032496838165
"597",2094,830,"Correct",826,55.9729479,"Eagle",62,"Typical","Mouse",-56.5590011594646,-42297,2,1,0,1653.19436226626,"straight",-0.668976881164748,-1.58687684856157,-1.12193520664976
"599",2094,931,"Correct",920,61.10323595,"Guineapig",55,"Typical","Mouse",36.7428494420668,14025,0,0,450,1557.63435052126,"straight",-0.510140060818813,-0.857868010613358,1.30802442271015
"600",2093,1787,"Correct",1700,51.80135376,"Eagle",55,"Typical","Mouse",-11.6160644757494,-5026.5,1,0,810,781.555759698645,"straight",-0.628464308618477,1.16510274165336,2.60879620215953
"601",2093,1169,"Correct",1093,52.76758128,"Seal",39,"Atypical","Mouse",166.577909068759,73528.5,2,0,450,889.815393863211,"curved",0.566112569434414,-0.605664926757016,1.13532694967261
"602",2093,2210,"Correct",1459,48.54879974,"Snake",72,"Typical","Mouse",-61.4161816157716,-31991,1,1,52,845.35098653481,"straight",-1.03851036842698,0.462046715151055,-0.493675168354591
"603",2093,1279,"Correct",1226,54.28073242,"Cangaroo",41,"Typical","Mouse",36.590702830389,16584,1,2,360,833.754577602433,"straight",-0.299835912931863,-0.217671351965285,0.766959636550882
"604",2093,1248,"Correct",1164,51.94370004,"Dolphin",49,"Atypical","Mouse",235.017285094681,119027.5,3,1,180,1100.7547593745,"curved",1.25801064561707,-0.398540537206543,0.0302250103074239
"605",2093,1017,"Correct",964,48.90602982,"Cow",44,"Typical","Mouse",-47.5542799530749,-7091.5,3,1,58,862.808966049357,"straight",-0.659866526850024,-0.981989521855762,-0.469117347479809
"606",2093,1359,"Correct",1317,60.42245291,"Elephant",57,"Typical","Mouse",569.827007175364,213988.5,2,3,64,1481.86813661515,"cCoM",2.70207168459333,0.0477979360501094,-0.444559526605027
"607",2093,1325,"Correct",1256,48.60439858,"Guineapig",49,"Typical","Mouse",-56.0462510883658,-8494.5,1,1,0,831.444864337482,"straight",-0.681201786985066,-0.130154004267902,-0.706509615936034
"608",2093,1109,"Correct",1059,53.27550743,"Zebra",39,"Typical","Mouse",66.6956958408148,27663,3,0,0,830.88821235848,"straight",-0.131358830226141,-0.704851254147383,-0.706509615936034
"609",2093,1113,"Correct",1063,47.3268449,"Clownfish",48,"Typical","Mouse",63.2481290870875,23120,1,1,0,916.627448271222,"straight",-0.200443710335545,-0.693182274454399,-0.706509615936034
"612",2093,1322,"Correct",1200,52.28462347,"Dove",40,"Typical","Mouse",34.483585923997,14239.5,2,2,270,897.237562288348,"straight",-0.335488455616542,-0.293519719969684,0.398592323429153
"613",2091,2051,"Correct",2047,73.88199587,"Zebra",24,"Typical","Touch",12.0529542927858,8382,0,0,0,1392.68794928751,"curved",0.722962749979404,-0.502136742282934,NA
"614",2091,2047,"Correct",2043,73.65661911,"Eagle",24,"Typical","Touch",1.95040370781358,1342,0,0,0,1376.1677219877,"curved",0.104213109149515,-0.503622040062769,NA
"615",2091,2003,"Correct",1998,75.77690025,"Tuna",24,"Typical","Touch",-11.342494754627,-7667,1,0,0,1356.29235045975,"curved",-0.687593071849984,-0.520331640085918,NA
"616",2091,2036,"Correct",2030,74.79158997,"Cangaroo",24,"Typical","Touch",9.65856794436619,6633,0,0,0,1375.11458388652,"curved",0.569242136085728,-0.508449257847234,NA
"617",2091,11732,"Correct",11727,73.32576444,"Dove",132,"Typical","Touch",-37.440024824881,-25480,1,0,0,1394.93599980831,"curved",-2.25318786618277,3.0922838849188,NA
"618",2091,3274,"Correct",3267,75.88922835,"Seal",38,"Atypical","Touch",14.1292360210749,9558,0,0,0,1358.0898260113,"curved",0.826322064981669,-0.0491209194331287,NA
"619",2091,2115,"Correct",2111,70.98387144,"Snake",25,"Typical","Touch",-11.7603117664203,-8038.5,1,0,0,1369.41940952382,"curved",-0.720244420084118,-0.478371977805567,NA
"620",2091,5152,"Correct",5147,73.11801762,"Dolphin",59,"Atypical","Touch",-24.8589526595201,-17071.5,1,0,0,1395.4528143475,"curved",-1.51415997485917,0.648969037089522,NA
"621",2091,1901,"Correct",1897,71.56392435,"Elephant",23,"Typical","Touch",0.314303451141715,220.5,0,0,0,1403.10845187957,"curved",0.00564383042924178,-0.557835409026762,NA
"622",2091,1967,"Correct",1963,75.26577049,"Clownfish",23,"Typical","Touch",9.51016782853856,6531,0,0,0,1374.42258128139,"curved",0.560277297539613,-0.533327995659478,NA
"623",2091,2501,"Correct",2496,75.36160843,"Salamander",29,"Atypical","Touch",5.40212902144731,3591,0,0,0,1329.8038590793,"curved",0.301879010033949,-0.335412066496407,NA
"624",2091,5583,"Correct",5580,74.00799489,"Guineapig",63,"Typical","Touch",27.3478983451521,18300,0,1,0,1360.33144743357,"curved",1.5946614627281,0.809752521756707,NA
"625",2091,1738,"Correct",1732,71.81261444,"Cow",21,"Typical","Touch",2.26570127221261,1539,0,0,0,1358.65881036012,"curved",0.121527552223874,-0.619103942444974,NA
"626",2091,3557,"Correct",3552,73.11561221,"Frog",41,"Atypical","Touch",6.38829049209569,4348.5,0,0,0,1362.59778648096,"curved",0.368456119824949,0.0567065473801454,NA
"627",2078,1956,"Correct",1677,54.5310279,"Clownfish",147,"Typical","Mouse",337.789162566198,191597,3,0,552,1808.75287823028,"curved",-0.614957365430819,-0.641348119519484,0.0955305452794769
"629",2078,1766,"Correct",1553,56.25242897,"Cangaroo",115,"Typical","Mouse",-77.8549575964202,-2510.5,2,0,102,1501.83007077876,"straight",-1.13891628240364,-0.796348594581764,-1.33011662279435
"630",2078,2430,"Correct",2388,70.83594605,"Dolphin",154,"Atypical","Mouse",1263.28981374139,332318.5,2,2,732,3824.06059163834,"dCoM",-0.235104527519917,0.247404604426332,0.665789412509007
"631",2078,2239,"Correct",1957,59.19636199,"Dove",101,"Typical","Mouse",675.155342299455,583896,2,2,731,2396.5604977125,"cCoM",0.443984505282677,-0.291347046798206,0.662621307691065
"632",2078,3510,"Correct",3207,88.63547165,"Seahorse",334,"Atypical","Mouse",1358.7018623972,869405.5,1,2,645,3357.15501951437,"dCoM",1.21466697971283,1.27115774213607,0.390164293348067
"634",2078,2419,"Correct",2150,60.7750056,"Tuna",140,"Typical","Mouse",304.47929663749,124977,2,1,828,1735.94225084003,"curved",-0.794786290375653,-0.0500963073867541,0.969927475031423
"637",2078,2554,"Correct",2408,57.06314174,"Guineapig",136,"Typical","Mouse",171.925766136596,53966.5,2,0,106,1585.24881777782,"straight",-0.986466594710613,0.272404681049281,-1.31744420352258
"638",2078,1744,"Correct",1531,65.89550967,"Elephant",114,"Typical","Mouse",410.797849778254,345543.5,1,2,552,1674.63762792778,"cCoM",-0.199405975547605,-0.823848678867008,0.0955305452794769
"639",2078,1901,"Correct",1586,59.59186072,"Zebra",119,"Typical","Mouse",475.507338821503,289236,3,0,520,1840.16956745223,"curved",-0.351398127924236,-0.755098468153899,-0.00584880889466173
"640",2076,1324,"Correct",1219,52.85604617,"Elephant",35,"Typical","Touch",615.906821426241,263557,2,2,720,1477.90077636565,"cCoM",1.84640203091151,-1.08725965597053,-0.307606393943124
"641",2076,1595,"Correct",1507,51.16438975,"Cangaroo",37,"Typical","Touch",20.3498214026623,8170,0,0,1018,798.551093128276,"straight",-0.833785701699471,-0.701740179509345,0.394199948892955
"643",2076,1915,"Correct",1829,50.21207635,"Zebra",51,"Typical","Touch",135.613728831812,36340.5,0,1,754,924.782651218084,"straight",-0.538147205920447,-0.270707987077046,-0.227534529324243
"644",2076,1884,"Correct",1805,54.13054584,"Cow",45,"Typical","Touch",-57.1945132791183,-29100.5,0,1,1170,780.274899842956,"straight",-1.2249251758633,-0.302834610115478,0.752168284836191
"645",2076,1980,"Correct",1649,55.04323753,"Clownfish",36,"Typical","Touch",66.7818603783625,29048.5,0,0,1080,771.189483133083,"straight",-0.614673923984402,-0.511657659865288,0.540213349080328
"646",2076,1522,"Correct",1395,56.18128654,"Eagle",36,"Typical","Touch",34.007678959188,12327.5,2,0,810,737.573085086046,"straight",-0.790154348113227,-0.851664420355362,-0.0956514581872613
"647",2076,1443,"Correct",1344,57.56111168,"Snake",48,"Typical","Touch",490.860630446669,183355,2,0,360,1412.92665648222,"cCoM",1.0047130783381,-0.919933494312031,-1.15542613696658
"649",2076,2636,"Correct",2526,51.61417938,"Guineapig",50,"Typical","Touch",64.3327958308841,33338,1,0,1800,774.416600897445,"straight",-0.569657281480928,0.662302690330757,2.23585283512723
"650",2076,3631,"Correct",3288,77.33032757,"Salamander",93,"Atypical","Touch",639.486294589969,177287.5,2,3,826,1649.7242581604,"cCoM",0.941037013904056,1.68232297180098,-0.0579705807195523
"651",2076,1900,"Correct",1688,57.37820261,"Dolphin",40,"Atypical","Touch",107.493953544719,53892,1,0,720,779.917848553437,"curved",-0.353951005687382,-0.459451897427836,-0.307606393943124
"652",2076,3358,"Correct",3293,86.6187596,"Frog",80,"Atypical","Touch",637.934755192878,190128,1,1,720,1526.30900982956,"cCoM",1.07579309225022,1.68901601826732,-0.307606393943124
"653",2069,1333,"Correct",1333,45.51808885,"Guineapig",24,"Typical","Mouse",90.3935163752282,40342,0,0,990,962.989730152111,"straight",-0.376817302637657,1.70300323541205,1.78251046940223
"654",2069,862,"Correct",862,48.28924268,"Cangaroo",18,"Typical","Mouse",136.128830890781,57438.5,0,1,540,969.966290869636,"straight",0.0239106700173177,-0.386673880906183,0.412069380428247
"655",2069,642,"Correct",642,47.60165726,"Dolphin",16,"Atypical","Mouse",204.834955514099,105480.5,0,0,0,1029.72879355329,"straight",1.14997584489465,-1.36274387154315,-1.23245992634054
"656",2069,810,"Correct",807,45.65261523,"Tuna",18,"Typical","Mouse",82.9898096453729,43216.5,0,0,540,972.515752988789,"straight",-0.309441374383527,-0.630691378565425,0.412069380428247
"657",2069,968,"Correct",968,46.81914343,"Snake",20,"Typical","Mouse",70.6817091286149,50169,0,0,720,971.41210746369,"straight",-0.14648046250778,0.08361438730981,0.960245816017841
"658",2069,1069,"Correct",1069,47.26071266,"Salamander",22,"Atypical","Mouse",174.176854710263,88679.5,0,0,360,1025.095799702,"straight",0.756174150479053,0.53171924664769,-0.136107055161348
"659",2069,862,"Correct",862,46.30604974,"Elephant",18,"Typical","Mouse",85.5599205235722,51619.5,0,0,540,950.845611592312,"straight",-0.112481929221082,-0.386673880906183,0.412069380428247
"660",2069,914,"Correct",914,46.60400527,"Cow",19,"Typical","Mouse",156.977705423414,82400,1,2,0,1019.01906283411,"straight",0.608987807994514,-0.155966428573809,-1.23245992634054
"661",2069,1792,"Correct",1440,52.01136579,"Seal",29,"Atypical","Mouse",292.710189674751,139293.5,0,0,270,1136.69485722118,"straight",1.94252490109812,2.17772818540367,-0.410195272956145
"662",2069,954,"Correct",954,50.04383776,"Frog",18,"Atypical","Mouse",155.730511911964,62141.5,0,0,630,985.268138708231,"straight",0.134145142300905,0.0215008424510939,0.686157598223044
"663",2069,798,"Correct",797,47.90232209,"Zebra",18,"Typical","Mouse",91.753231801885,38953,0,2,0,933.427027428534,"straight",-0.409374326240017,-0.675058196321651,-1.23245992634054
"664",2069,970,"Correct",970,45.87932309,"Clownfish",20,"Typical","Mouse",-55.2502226849419,-26158.5,0,0,671,908.177527198868,"straight",-1.93553461586212,0.0924877508610551,0.811020008551785
"665",2069,721,"Correct",721,46.98731115,"Eagle",16,"Typical","Mouse",4.43385665445535,-136,0,2,0,911.197250163151,"straight",-1.32558850593237,-1.01224601126897,-1.23245992634054
"666",2067,4460,"Correct",3956,55.97454363,"Eagle",100,"Typical","Mouse",-9.12343569375414,-1149,0,0,564,740.263059556973,"straight",-0.557257088593118,0.345741447847681,-0.534320964727024
"667",2067,3102,"Correct",2562,61.1879158,"Cangaroo",68,"Typical","Mouse",121.841646864742,37931.5,0,1,1530,837.127563772349,"straight",-0.154179999233591,-0.424681216278602,0.0636563111095913
"668",2067,1778,"Correct",1563,52.39683683,"Clownfish",41,"Typical","Mouse",65.7849909110577,33589.5,1,0,1020,786.408071584433,"straight",-0.198963477489986,-0.976799036552745,-0.252045977375578
"669",2067,3980,"Correct",3932,61.27876032,"Dove",79,"Typical","Mouse",63.2267344430181,27084,0,0,2880,757.958709984759,"straight",-0.266061339718679,0.332477356069323,0.899338839452687
"670",2067,1860,"Correct",1693,46.84843867,"Tuna",57,"Typical","Mouse",-59.1763527090437,-27245.5,0,2,180,880.532163603138,"straight",-0.826416932056506,-0.904951872753307,-0.772026217233505
"671",2067,2588,"Correct",2322,68.1629993,"Zebra",54,"Typical","Mouse",243.908634235267,128381,2,3,720,981.186748017163,"curved",0.778718023924367,-0.55732213406218,-0.437753205896266
"672",2067,2924,"Correct",2780,44.48317757,"Frog",84,"Atypical","Mouse",55.0590721923112,12632,2,2,0,988.412852935937,"straight",-0.415119568129878,-0.304199049291852,-0.883450554345917
"673",2067,7509,"Correct",6572,73.26663286,"Dolphin",156,"Atypical","Mouse",749.933575972815,254366,1,3,810,1995.87534087657,"dCoM",2.07812993275256,1.79152745168868,-0.38204103734006
"674",2067,2652,"Correct",2481,62.67317599,"Cow",84,"Typical","Mouse",492.735721567108,137405,2,2,1322,1443.31474360399,"curved",0.871791747504679,-0.469447526030559,-0.0651007006647523
"675",2067,2708,"Correct",2520,65.29143742,"Snake",67,"Typical","Mouse",282.650938312919,135985,1,0,1620,975.066748798175,"curved",0.857145837987387,-0.447893376890728,0.119368479665798
"676",2067,7368,"Correct",7178,45.23018369,"Guineapig",140,"Typical","Mouse",-240.395276351901,-118346.5,1,0,5940,916.063682359822,"straight",-1.76603453975708,2.12644576909222,2.7935525703637
"677",2067,2580,"Correct",2406,59.42883845,"Elephant",67,"Typical","Mouse",33.8938366916109,13928,0,0,540,755.14127861126,"straight",-0.401752597190153,-0.510897812837927,-0.549177543008679
"678",2066,1948,"Correct",1782,60.35777046,"Zebra",69,"Typical","Touch",524.910293054165,205529.5,1,2,0,1396.96287848076,"cCoM",1.52743973388316,-0.401485337580386,-0.440369289671381
"680",2066,2248,"Correct",2059,65.02681225,"Eagle",68,"Typical","Touch",399.028973168486,80641.5,2,0,0,1359.33452853254,"curved",0.0340514873364505,0.0939621164280797,-0.440369289671381
"682",2066,2506,"Correct",2347,55.4523512,"Salamander",78,"Atypical","Touch",267.870024648461,47601.5,2,2,0,1135.54037526632,"curved",-0.361034891386112,0.609084379079481,-0.440369289671381
"683",2066,1806,"Correct",1651,54.15040018,"Cow",58,"Typical","Touch",103.157671224609,37469.5,0,0,0,906.293068718592,"straight",-0.482191525442316,-0.635794422328072,-0.440369289671381
"685",2066,3097,"Correct",2809,68.94474422,"Clownfish",80,"Typical","Touch",246.443291894077,99254.5,1,3,0,1032.1653601864,"curved",0.256622394332911,1.43542634208277,-0.440369289671381
"686",2066,1839,"Correct",1576,53.57704417,"Tuna",54,"Typical","Touch",113.83568194839,25498.5,2,0,540,884.870482685939,"straight",-0.625338590808169,-0.769940844893542,1.28281488730359
"687",2066,1987,"Correct",1426,56.18698471,"Guineapig",49,"Typical","Touch",174.35661968972,90157,3,0,0,976.125614692417,"curved",0.147836125252145,-1.03823369002448,-0.440369289671381
"690",2066,2077,"Correct",1798,53.14756545,"Cangaroo",52,"Typical","Touch",-114.233207663535,-58326.5,1,0,1080,852.386985282239,"straight",-1.62770286733416,-0.372867434099753,3.00599906427856
"691",2066,3402,"Correct",2466,54.07278658,"Seal",77,"Atypical","Touch",-39.7438715845231,-18677.5,3,0,0,826.592423400513,"straight",-1.15358725504691,0.821930036216692,-0.440369289671381
"693",2063,1201,"Correct",1150,52.99096084,"Guineapig",94,"Typical","Mouse",116.173665191301,63557.5,1,3,0,1572.42059344754,"straight",-0.721758476130586,-0.282132910071002,-1.01559271926721
"696",2063,997,"Correct",922,53.30082796,"Zebra",65,"Typical","Mouse",92.487878672752,84125,0,0,360,1530.92921586572,"straight",-0.657128115646741,-0.837696296219454,1.97773319015194
"697",2063,1384,"Correct",1124,70.13104905,"Dolphin",123,"Atypical","Mouse",1391.40522427526,903777.5,1,2,180,3314.288965471,"dCoM",1.91850998069383,-0.345486629544071,0.481070235442364
