"unique_trial_id","subject_id","RT","correctness","mousetrackingDuration","movementDirection","exemplar","traveledDistance","trial_type","mouse_question","MAD","AUC","xpos_flips","ypos_flips","initiation_time","total_dist","prototype_label","z_AUC","z_RT","z_initiation_time"
"352",2113,3611,"Correct",3383,42.5819796,"Seal",59,"Atypical","Touch",-36.1817353681524,3091,0,0,2790,812.650688198692,"straight",-0.20793971241169,1.95803326081239,2.15690055149446
"353",2113,2572,"Correct",2442,47.77405275,"Tuna",56,"Typical","Touch",18.6542686907874,5409,2,1,1260,787.471831323899,"straight",-0.144612002044836,0.365015112400715,-0.157055865400082
"354",2113,2075,"Correct",1910,45.10552875,"Clownfish",46,"Typical","Touch",-46.0611486582614,-18605.5,0,0,1170,783.415379630136,"straight",-0.800687627845009,-0.535607262684316,-0.293170948746819
"355",2113,1549,"Correct",1404,41.91518767,"Elephant",46,"Typical","Touch",-16.7972294300462,378,0,1,630,831.892002590996,"straight",-0.282058814320781,-1.39221425853587,-1.10986144882724
"356",2113,1986,"Correct",1786,48.43279944,"Cow",49,"Typical","Touch",16.8851982085522,9348.5,3,2,180,801.625579380731,"straight",-0.0369849463976323,-0.745526763643985,-1.79043686556093
"357",2113,2373,"Correct",2037,51.59940742,"Cangaroo",40,"Typical","Touch",21.3653587504783,10412.5,1,0,1710,779.145569256815,"straight",-0.00791648918006028,-0.320609064120784,0.523519551333606
"358",2113,2016,"Correct",1865,47.88777672,"Eagle",44,"Typical","Touch",-24.6332699995467,-2426.5,0,0,1170,750.231394301425,"straight",-0.358677694270669,-0.61178772674226,-0.293170948746819
"359",2112,1290,"Correct",1097,42.83331474,"Cangaroo",32,"Typical","Mouse",-82.703508269672,-35650,0,0,630,1306.78649289658,"straight",-1.32486914508729,-1.52397149726075,0.226455406828919
"360",2112,1544,"Correct",1352,43.00113452,"Eagle",43,"Typical","Mouse",-42.4480856108679,-13290.5,0,0,810,1200.69045541033,"straight",-0.776158086505057,-0.291484180007911,0.679366220486757
"361",2112,1439,"Correct",1300,41.98433201,"Zebra",36,"Typical","Mouse",33.3338940989177,12497,0,1,540,1312.61212157898,"straight",-0.143322539055909,-0.542814927055548,0
"362",2112,2063,"Correct",1780,49.08069874,"Snake",47,"Typical","Mouse",42.9023279305289,23052.5,0,2,0,1131.7724327563,"straight",0.115713645960067,1.77716119953802,-1.35873244097351
"363",2112,1569,"Correct",1412,49.9423291,"Guineapig",31,"Typical","Mouse",-12.6621623359348,-8554.5,1,2,810,1140.92204224708,"straight",-0.659934755328356,-0.00148716418371417,0.679366220486757
"364",2112,1957,"Correct",1795,46.18880675,"Frog",57,"Atypical","Mouse",39.377589516178,14465,0,0,990,1160.29020733351,"straight",-0.0950270331953208,1.84966045349407,1.1322770341446
"365",2112,1418,"Correct",1230,42.05605243,"Cow",41,"Typical","Mouse",-67.6083831621773,-7150,0,2,0,1262.29014865139,"straight",-0.625467764484252,-0.881144778850443,-1.35873244097351
"366",2112,1574,"Correct",1377,44.20113667,"Dove",41,"Typical","Mouse",-35.3974575471331,4875.5,0,2,0,1180.60565609553,"straight",-0.330357192468752,-0.170652090081162,-1.35873244097351
"367",2112,1488,"Correct",1351,47.53550749,"Dolphin",34,"Atypical","Mouse",267.529287590495,122527.5,1,2,0,1381.22076730772,"straight",2.55686986825784,-0.296317463604981,-1.35873244097351
"368",2112,1448,"Correct",1261,49.40358888,"Tuna",42,"Typical","Mouse",29.4104646562536,10046.5,0,0,720,1115.98200715275,"straight",-0.20345878758811,-0.731312987341275,0.452910813657838
"369",2112,1780,"Correct",1602,47.45245992,"Clownfish",49,"Typical","Mouse",-6.50430816613255,1040,0,0,900,1137.94227486375,"straight",-0.424481894058328,0.916836719259575,0.905821627315677
"370",2112,1676,"Correct",1499,45.97750571,"Seal",43,"Atypical","Mouse",88.2615156897249,65378,0,0,990,1206.27659064912,"straight",1.15439831735353,0.419008508761371,1.1322770341446
"371",2112,1453,"Correct",1304,39.43666365,"Elephant",35,"Typical","Mouse",52.3390014348765,49147.5,1,1,630,1396.64388078351,"straight",0.756095366199931,-0.523481792667268,0.226455406828919
"372",2111,4357,"Correct",3459,43.53489742,"Salamander",70,"Atypical","Touch",-100.584519744627,-55056.5,1,1,900,894.926375810964,"straight",-0.827479583144647,-0.664413744297919,-0.761068703922239
"373",2111,9273,"Correct",8508,48.91370032,"Clownfish",132,"Typical","Touch",-42.4876941588551,-15277.5,2,0,6570,748.162714698096,"straight",0.155057040597148,0.182973620684898,0.547435383523014
"374",2111,5031,"Correct",4843,48.77666054,"Dove",80,"Typical","Touch",-24.0974846536954,-10510,0,0,3420,760.710223646098,"straight",0.272813730149148,-0.432133270315701,-0.179511331724349
"375",2111,4028,"Correct",3214,43.80828754,"Cangaroo",69,"Typical","Touch",-56.3152751796889,-19802.5,1,2,2160,890.177737442364,"straight",0.0432900725378295,-0.705532758839569,-0.470290017823294
"376",2111,3978,"Correct",3360,48.12149134,"Cow",68,"Typical","Touch",32.6357336144253,7116,2,2,2160,810.453118363684,"straight",0.708173858107942,-0.681029182826994,-0.470290017823294
"378",2111,4316,"Correct",3710,48.40097001,"Elephant",67,"Typical","Touch",36.8116262539442,16025,0,0,2340,776.885770613844,"straight",0.928225110801968,-0.622287733481779,-0.428750205523445
"379",2111,3763,"Correct",3185,56.53218725,"Zebra",61,"Typical","Touch",66.0116958470926,32237,0,1,2070,751.663593916002,"straight",1.32865960498488,-0.710399907499601,-0.491059923973219
"380",2111,5485,"Correct",4764,48.59981705,"Frog",82,"Atypical","Touch",-117.136295956164,-35427,2,0,3690,820.374665063309,"straight",-0.342633240709202,-0.445392054596478,-0.117201613274575
"382",2111,4567,"Correct",4009,44.73973221,"Tuna",98,"Typical","Touch",-115.836563686437,-44519.5,2,0,1980,857.294493490983,"straight",-0.567216921831711,-0.572105752469725,-0.511829830123143
"384",2111,20345,"Correct",19297,50.39546746,"Seal",236,"Atypical","Touch",-59.2392488281066,-15919.5,1,1,18180,798.318293924451,"straight",0.139199716068069,1.99372075492923,3.22675327686329
"385",2111,9904,"Correct",9224,49.45151794,"Guineapig",149,"Typical","Touch",-83.3445202619308,4975.5,3,3,6300,891.343893468147,"straight",0.655303759736457,0.303141842773965,0.48512566507324
"386",2110,2740,"Correct",2650,44.26559318,"Tuna",78,"Typical","Touch",-121.383898940161,-12101.5,2,2,630,863.208018216574,"straight",-0.651320093518462,1.44176772119449,0.879963254173414
"387",2110,1754,"Correct",1665,62.15717458,"Cangaroo",53,"Typical","Touch",287.909165710026,133420,1,1,720,990.015359132509,"cCoM",0.867993511639048,-0.548818670002148,1.14207996818252
"388",2110,1931,"Correct",1760,68.87373932,"Eagle",52,"Typical","Touch",437.569942860607,129827.5,2,2,0,1315.52084360899,"cCoM",0.830486104647447,-0.356833180495873,-0.9548537438903
"390",2110,2062,"Correct",1935,50.66016129,"Seal",55,"Atypical","Touch",73.0444971056626,20693.5,2,0,630,777.713393090358,"straight",-0.308924710835212,-0.00317569982641978,0.879963254173414
"391",2110,2187,"Correct",1948,49.88128921,"Snake",52,"Typical","Touch",412.979836658986,126430,1,0,0,1299.23031326236,"cCoM",0.795014590310922,0.0230959987375968,-0.9548537438903
"392",2110,1815,"Correct",1655,45.90273889,"Dolphin",47,"Atypical","Touch",-49.9524609746551,-14821.5,0,0,630,783.549687878533,"straight",-0.679718185937991,-0.569027668897545,0.879963254173414
"394",2110,2365,"Correct",2223,45.60109325,"Elephant",68,"Typical","Touch",-45.9636223029469,-13067,2,2,0,787.927942020015,"straight",-0.661400372279879,0.578843468361024,-0.9548537438903
"395",2110,1876,"Correct",1634,43.6475326,"Dove",44,"Typical","Touch",-33.8031596881843,-13503.5,1,0,720,832.481229264055,"straight",-0.665957639684704,-0.61146656657788,1.14207996818252
"396",2110,1907,"Correct",1757,42.73359422,"Clownfish",54,"Typical","Touch",-57.7613854135576,-25076.5,2,0,0,853.151826536079,"straight",-0.786785258644706,-0.362895880164492,-0.9548537438903
"397",2110,1865,"Correct",1562,48.84902577,"Salamander",39,"Atypical","Touch",133.114679284016,79071.5,1,1,720,905.121546106438,"straight",0.30056934771892,-0.756971358624741,1.14207996818252
"398",2110,3333,"Correct",3127,41.21763535,"Frog",81,"Atypical","Touch",-151.734304280123,-30084,2,0,0,974.584727786896,"straight",-0.839065937979555,2.40573696850494,-0.9548537438903
"399",2110,2018,"Correct",1748,45.76389846,"Guineapig",63,"Typical","Touch",-25.5161088345177,-2708,0,0,540,787.557591413247,"straight",-0.553247490157123,-0.38108397917035,0.617846540164312
"400",2109,5170,"Correct",4814,56.24826159,"Elephant",80,"Typical","Touch",508.360282751467,293701.5,2,2,1890,1655.02557221345,"cCoM",1.40995027156658,0.447680009917011,-0.0788768905046128
"403",2109,2981,"Correct",2360,45.85427756,"Zebra",51,"Typical","Touch",24.8256551122062,8710,1,0,1440,812.00706796906,"straight",-0.540203784467312,-1.16554575269143,-0.811305159476016
"405",2109,3817,"Correct",3305,39.17285583,"Dolphin",81,"Atypical","Touch",-186.820209373606,-86607,2,2,2070,909.773363687073,"straight",-1.19244370797023,-0.544315782982798,0.214094417083948
"406",2109,4372,"Correct",3914,44.34172265,"Tuna",98,"Typical","Touch",-61.5355629959583,-33141,2,0,1710,810.651891083646,"straight",-0.82658389544983,-0.143967580281682,-0.371848198093174
"408",2109,5065,"Correct",4561,41.61164883,"Seal",107,"Atypical","Touch",-118.59314813346,-65935,3,0,2700,965.761452177895,"straight",-1.05098831492752,0.281361298450045,1.23949399364391
"410",2109,2826,"Correct",2451,48.49476862,"Salamander",68,"Atypical","Touch",-22.8899848486124,-6271.5,0,0,1350,778.715779269478,"straight",-0.642719940178874,-1.10572360746022,-0.957790813270296
"412",2109,2929,"Correct",2462,45.96861986,"Cow",60,"Typical","Touch",-183.589499911743,-96210,2,0,1350,921.398845530607,"straight",-1.25815559551808,-1.09849235913557,-0.957790813270296
"413",2108,2927,"Correct",2312,60.58296949,"Salamander",53,"Atypical","Touch",114.257820159992,42335,0,3,0,815.639741955292,"straight",-0.0664531535744078,0.791874306728805,-0.844852163805869
"414",2108,1780,"Correct",1648,52.12501635,"Elephant",32,"Typical","Touch",-21.2834309335228,-10479.5,1,1,990,909.132290128863,"straight",-0.840578343418479,-0.342722418818509,0.584897651865602
"415",2108,1636,"Correct",1535,61.59083818,"Zebra",54,"Typical","Touch",651.024372565856,225927.5,1,2,0,1517.55111365927,"dCoM",2.62454229116989,-0.535808909762555,-0.844852163805869
"416",2108,1985,"Correct",1444,55.92487543,"Cow",34,"Typical","Touch",59.7355926875394,31729,2,1,810,866.305078407048,"straight",-0.221909927064382,-0.691303340522804,0.324943139925334
"417",2108,1659,"Correct",1526,57.5456009,"Snake",58,"Typical","Touch",167.632949990011,67388,2,2,0,878.247920044154,"curved",0.300759607715835,-0.551187479837744,-0.844852163805869
"418",2108,1943,"Correct",1514,65.90959164,"Eagle",51,"Typical","Touch",400.643899811735,169265,2,1,360,1133.55458597777,"cCoM",1.79401528495872,-0.571692239937997,-0.324943139925334
"419",2108,1627,"Correct",1498,53.67374404,"Clownfish",32,"Typical","Touch",18.037925283978,7039.5,0,1,0,800.247905503492,"straight",-0.583794710119323,-0.599031920071667,-0.844852163805869
"420",2108,1388,"Correct",1324,56.39131365,"Guineapig",41,"Typical","Touch",35.830045155075,17323.5,1,2,720,837.690775954612,"straight",-0.433057631242188,-0.896350941525331,0.194965883955201
"421",2108,1766,"Correct",1581,54.18102944,"Frog",30,"Atypical","Touch",68.7900197747852,22892.5,2,3,0,895.97647934124,"straight",-0.351430366338769,-0.457207329378253,-0.844852163805869
"422",2108,3619,"Correct",3534,58.89687365,"Cangaroo",77,"Typical","Touch",81.9991482480996,29605.5,0,0,2430,794.700120716241,"straight",-0.253034993866754,2.87994237693787,2.66453374738774
"423",2108,2498,"Correct",2397,55.42941939,"Dove",62,"Typical","Touch",-58.7066736333393,-3449.5,3,0,810,826.835236888271,"straight",-0.737536563517054,0.937116357438928,0.324943139925334
"424",2108,1906,"Correct",1820,55.78621637,"Seal",53,"Atypical","Touch",-22.7411059932382,-10337,0,2,1170,788.654908052706,"straight",-0.838489658690748,-0.0488208573815541,0.844852163805869
"425",2108,1766,"Correct",1643,58.87793968,"Tuna",54,"Typical","Touch",83.5715222558261,31073,1,0,900,827.061733246978,"straight",-0.23152520553029,-0.351266068860281,0.454920395895468
"426",2108,3901,"Correct",2104,57.99492891,"Seahorse",55,"Atypical","Touch",84.7725187771201,35850,2,0,0,822.006457831292,"straight",-0.161506630482053,0.436458464991092,-0.844852163805869
"427",2107,1761,"Correct",1574,56.35014003,"Dove",39,"Typical","Mouse",171.402200358679,104088.5,1,1,0,1203.60347125719,"curved",0.757831698517909,-0.516437641854222,-0.614964891828646
"428",2107,2173,"Correct",2005,55.81226994,"Cow",51,"Typical","Mouse",43.544255099211,15002.5,0,1,0,1098.157636592,"straight",-0.374221817841598,0.0650485926948312,-0.614964891828646
"429",2107,1876,"Correct",1749,56.091832,"Snake",64,"Typical","Mouse",65.7444249026024,13565.5,1,2,0,1034.26522320423,"straight",-0.392482385192344,-0.280335342443354,-0.614964891828646
"430",2107,1933,"Correct",1672,48.04287785,"Guineapig",30,"Typical","Mouse",-15.4743592478013,-10567.5,0,0,0,1136.50888695816,"straight",-0.699150632844096,-0.384220354184136,-0.614964891828646
"431",2107,1798,"Correct",1764,54.32200128,"Zebra",49,"Typical","Mouse",-33.9000462410294,-14956,1,1,810,1070.90082143437,"straight",-0.754917160205788,-0.260098002493851,0.768706114785807
"432",2107,2128,"Correct",2012,58.2656785,"Eagle",56,"Typical","Mouse",-46.844416556184,-27,1,3,0,1079.16029032823,"straight",-0.565208037046918,0.0744926846712659,-0.614964891828646
"433",2107,2088,"Correct",1881,57.36838088,"Frog",73,"Atypical","Mouse",361.900109993065,97480,3,2,0,1450.99570912566,"straight",0.673854691324166,-0.102246750887727,-0.614964891828646
"435",2107,2369,"Correct",2186,56.74577349,"Tuna",60,"Typical","Mouse",497.689715339786,234382.5,2,0,810,1589.3525027844,"cCoM",2.41353271619235,0.309245828085501,0.768706114785807
"436",2107,1590,"Correct",1544,58.2274679,"Elephant",48,"Typical","Mouse",16.7253488812475,3141.5,0,0,0,997.175923979074,"straight",-0.524944566169507,-0.556912321753228,-0.614964891828646
"437",2107,2383,"Correct",2289,51.25909139,"Salamander",67,"Atypical","Mouse",-59.7647934231371,-3554.5,3,0,720,1097.36170641345,"straight",-0.61003347290618,0.448208895738755,0.614964891828646
"439",2107,1421,"Correct",1211,57.19873224,"Clownfish",40,"Typical","Mouse",-51.4034089326797,-24647,0,0,0,998.631284428423,"straight",-0.878064799869035,-1.0061812686322,-0.614964891828646
"440",2107,1823,"Correct",1546,51.03602202,"Cangaroo",48,"Typical","Mouse",67.8030898906158,26910.5,2,0,720,1126.46087630861,"straight",-0.222901820616343,-0.554214009759961,0.614964891828646
"441",2106,1796,"Correct",1632,56.33446378,"Cow",52,"Typical","Touch",75.7468222045504,34018.5,1,0,900,652.03438565859,"straight",-0.361648243083037,-1.23828498321408,0.610634606451793
"442",2106,2656,"Correct",2474,42.68652322,"Zebra",76,"Typical","Touch",118.079441147201,35308,2,1,810,1057.31734245659,"straight",-0.339403525502052,1.00291007008357,0.385663961969553
"443",2106,2382,"Correct",2120,89.5883743,"Eagle",62,"Typical","Touch",555.303180053277,155632.5,1,2,900,1537.99148798873,"cCoM",1.73627272154976,0.0606499170344373,0.610634606451793
"444",2106,2198,"Correct",1937,43.53463466,"Guineapig",63,"Typical","Touch",-36.4890935123257,-14199.5,0,0,900,717.720401068134,"straight",-1.19344024953512,-0.426450670558756,0.610634606451793
"445",2106,2402,"Correct",2229,49.96604115,"Dolphin",64,"Atypical","Touch",560.46072836108,180056,1,2,900,1659.58039775424,"cCoM",2.15759405527539,0.350780868114536,0.610634606451793
"446",2106,2447,"Correct",2430,47.03806157,"Snake",55,"Typical","Touch",11.1227027259376,-264,0,0,1170,717.65692065011,"straight",-0.953043768845069,0.885792988913618,1.28554653989851
"447",2106,2017,"Correct",1659,44.35132425,"Clownfish",50,"Typical","Touch",65.9094253206626,17764.5,1,0,810,743.06753504021,"straight",-0.642040363719982,-1.16641768340525,0.385663961969553
"448",2106,3170,"Correct",2807,56.51752497,"Seal",76,"Atypical","Touch",128.693434175952,70013,3,3,1080,855.894816997102,"straight",0.259280401328585,1.88927343439249,1.06057589541627
"450",2106,2381,"Correct",2060,48.03307162,"Dove",54,"Typical","Touch",105.39831096067,53302,2,3,0,838.223210809462,"straight",-0.0289952679198451,-0.0990551936518557,-1.6390718383706
"451",2106,2017,"Correct",1809,47.51421607,"Tuna",45,"Typical","Touch",150.063182095708,54582.5,0,0,0,843.754334013669,"straight",-0.00690580621961079,-0.767154906689515,-1.6390718383706
"452",2106,2495,"Correct",2300,48.6425613,"Elephant",61,"Typical","Touch",316.782426602801,105321,1,0,540,1114.80577980208,"cCoM",0.868366472169563,0.539765249093316,-0.289247971477165
"453",2106,2455,"Correct",2253,50.17938862,"Cangaroo",63,"Typical","Touch",-69.3691750003619,-15297.5,2,2,0,707.999390054542,"straight",-1.21238146698679,0.414662912389053,-1.6390718383706
"454",2106,1937,"Correct",1420,47.42459299,"Salamander",43,"Atypical","Touch",124.227654323773,50210,2,0,450,781.335884317119,"straight",-0.0823342882846435,-1.80257637430565,-0.514218615959404
"455",2105,1267,"Correct",1202,51.62025301,"Zebra",32,"Typical","Touch",19.7443106818614,8025.5,1,1,540,1013.68429131421,"straight",-0.459101487453482,-0.103114671698723,0.496079551225433
"456",2105,1322,"Correct",1248,49.17450388,"Clownfish",37,"Typical","Touch",-43.452543554143,-23170,1,1,810,986.575876305173,"straight",-0.682858860064287,0.126114226724461,1.31203045319416
"457",2105,1406,"Correct",1349,52.14810908,"Dove",33,"Typical","Touch",37.9725508562914,295.5,0,1,734,973.477562548208,"straight",-0.514546807781142,0.629421155871019,1.08235538449185
"458",2105,1210,"Correct",1125,55.76582113,"Tuna",45,"Typical","Touch",25.6100941637652,9991,0,0,450,848.788211446786,"straight",-0.445003456780259,-0.486823914711445,0.224095917235856
"459",2105,1082,"Correct",1011,55.9874885,"Dolphin",38,"Atypical","Touch",61.4984021493271,-13114.5,2,0,0,921.321255082366,"straight",-0.610733320794587,-1.05491292384716,-1.13582225271203
"460",2105,1288,"Correct",1240,51.94865437,"Cangaroo",31,"Typical","Touch",-37.3527420808824,-14760.5,2,3,0,991.680004344822,"straight",-0.622539659379234,0.0862483313465163,-1.13582225271203
"461",2105,1087,"Correct",1012,55.22948126,"Seahorse",37,"Atypical","Touch",39.2194168548131,4059,1,3,0,905.299930230816,"straight",-0.487552181254215,-1.04992968692492,-1.13582225271203
"462",2105,990,"Correct",933,51.38251615,"Cow",26,"Typical","Touch",-21.4639224190192,-11711,0,0,540,923.88112450679,"straight",-0.600666372918795,-1.44360540378213,0.496079551225433
"463",2105,1524,"Correct",1472,50.96455293,"Guineapig",50,"Typical","Touch",404.586864306333,145842.5,2,0,822,1299.18375387781,"curved",0.529424736556497,1.24235929730693,1.34829493772611
"465",2105,1072,"Correct",998,60.06803286,"Elephant",37,"Typical","Touch",114.499982553229,62646.5,3,0,450,880.000679554891,"curved",-0.0673189723671789,-1.11969500383632,0.224095917235856
"467",2105,1653,"Correct",1587,55.37726654,"Frog",60,"Atypical","Touch",60.5968484548493,28834,0,0,540,882.78660111218,"straight",-0.309847419143247,1.81543154336489,0.496079551225433
"468",2104,3360,"Correct",3356,78.45981512,"Cangaroo",39,"Typical","Touch",-5.1380158357673,-4347.5,0,0,0,1692.72398123208,"curved",-1.03086268276799,2.90941222465779,NA
"469",2104,1695,"Correct",1691,77.20872976,"Elephant",20,"Typical","Touch",-3.53563543448661,-2988,0,0,0,1690.3182397611,"curved",-0.780884540223246,-0.268731032138362,NA
"470",2104,1769,"Correct",1764,76.62951605,"Dove",21,"Typical","Touch",-6.39794082940707,-5434,0,0,0,1699.03540569005,"curved",-1.23064293423902,-0.129389015474026,NA
"471",2104,1899,"Correct",1895,78.51607436,"Seahorse",23,"Atypical","Touch",11.7922560824626,9964.5,0,1,0,1704.76641861007,"curved",1.60075715989503,0.120663096622248,NA
"472",2104,1190,"Correct",1186,76.92999146,"Tuna",15,"Typical","Touch",1.8863970694617,1599,0,0,0,1695.36180635374,"curved",0.0625503548504883,-1.23267238029575,NA
"473",2104,1609,"Correct",1606,76.66699135,"Guineapig",19,"Typical","Touch",6.25554261995477,5321,0,0,0,1701.47841822962,"curved",0.746933323994687,-0.430978585788615,NA
"474",2104,1608,"Correct",1604,77.84346412,"Frog",19,"Atypical","Touch",5.15437594912984,4360.5,0,0,0,1692.14594270276,"curved",0.570321329942295,-0.434796175286268,NA
"475",2104,1780,"Correct",1776,77.78285201,"Zebra",21,"Typical","Touch",-5.38813116985576,-4531.5,0,0,0,1682.25126873515,"curved",-1.06469569360156,-0.106483478488108,NA
"476",2104,2125,"Correct",2122,77.09765973,"Seal",25,"Atypical","Touch",9.52842725118401,8050,0,0,0,1690.8790598418,"curved",1.24872835967296,0.553959504605867,NA
"477",2104,1348,"Correct",1344,76.32371969,"Clownfish",16,"Typical","Touch",1.06207496381351,903,0,0,0,1700.45087110529,"curved",-0.0654266861286525,-0.931082809981163,NA
"478",2104,1713,"Correct",1709,76.42205085,"Snake",20,"Typical","Touch",2.01096390091624,1701,0,0,0,1691.75233224606,"curved",0.0813056108560521,-0.234372726659484,NA
"479",2104,1730,"Correct",1725,76.30420308,"Salamander",21,"Atypical","Touch",-8.07622073727642,-6859,1,0,0,1700.44889863628,"curved",-1.49266489314028,-0.20383201067826,NA
"480",2104,1535,"Correct",1531,77.77516406,"Cow",19,"Typical","Touch",2.5933478683389,2184.5,0,1,0,1690.8073767842,"curved",0.170209201823602,-0.574138191950604,NA
"481",2104,2340,"Correct",2336,77.44597572,"Eagle",27,"Typical","Touch",9.16050688169491,7700,0,0,0,1681.7723099888,"curved",1.18437208906563,0.962441580854741,NA
"482",2103,1903,"Correct",1288,42.11678706,"Clownfish",45,"Typical","Touch",111.445820966792,26629,1,0,450,925.802782206416,"straight",-0.666432255788411,-0.759921103145331,0.335077024393813
"484",2103,1414,"Correct",1030,43.84920377,"Tuna",32,"Typical","Touch",200.408041257975,95612,1,0,540,879.782996055963,"curved",-0.0104705439403127,-0.876559185698389,0.591312395989083
"486",2103,2044,"Correct",1681,71.74007774,"Snake",57,"Typical","Touch",714.031452086423,274323.5,2,1,450,1938.38854186904,"dCoM",1.6889032360771,-0.582251465767997,0.335077024393813
"487",2103,2497,"Correct",2171,59.47161922,"Seal",82,"Atypical","Touch",646.562095606963,227991.5,3,2,810,1833.66352617504,"cCoM",1.24833065974169,-0.360729526035444,1.36001851077489
"490",2103,2508,"Correct",2002,46.41938259,"Zebra",57,"Typical","Touch",-113.471297810138,-43005,1,1,990,822.47472135534,"straight",-1.32858434895383,-0.43713199096361,1.87248925396543
"493",2103,1545,"Correct",1158,46.94730637,"Cow",30,"Typical","Touch",-17.9614472327199,-88.5,0,0,540,715.474088760193,"straight",-0.920489879207247,-0.818692230013151,0.591312395989083
"494",2103,1969,"Correct",1565,42.78689183,"Elephant",61,"Typical","Touch",-110.006993504947,-16598,1,0,0,821.530047491869,"straight",-1.07747928067944,-0.634693394357744,-0.946099833582532
"495",2102,1075,"Correct",1074,50.56509883,"Clownfish",40,"Typical","Mouse",21.8034718507555,8111.5,0,0,360,828.694990397304,"straight",-0.821437845425644,-0.698737033052787,0.578248910866896
"496",2102,1288,"Correct",1287,50.68654891,"Eagle",48,"Typical","Mouse",-35.9713263234569,-2839,0,0,450,856.813208038401,"straight",-0.933928859626056,-0.108472491250121,1.0582183625746
"497",2102,1031,"Correct",997,51.44642896,"Zebra",38,"Typical","Mouse",70.1151438376488,39065,1,1,270,942.161551423282,"straight",-0.503462354986628,-0.912119050511967,0.0982794591591958
"498",2102,1090,"Correct",1004,51.38041168,"Tuna",46,"Typical","Mouse",93.4793782637858,31481,1,0,0,860.185009441971,"straight",-0.581370382172229,-0.892720685288405,-1.34162889596391
"499",2102,1448,"Correct",1385,80.04915919,"Dolphin",67,"Atypical","Mouse",600.523578656255,213743.5,3,2,270,1539.96957090662,"cCoM",1.29095448661938,0.163104621879744,0.0982794591591958
"500",2102,1152,"Correct",1073,51.10222538,"Cangaroo",49,"Typical","Mouse",-60.7865812258883,-11304.5,2,0,0,846.643860128581,"straight",-1.02089225679638,-0.701508228084724,-1.34162889596391
"501",2102,1153,"Correct",1043,54.44965967,"Cow",46,"Typical","Mouse",111.085598165645,49908.5,1,0,360,842.336692854178,"straight",-0.392070517857532,-0.784644079042846,0.578248910866896
"502",2102,1736,"Correct",1673,67.99546674,"Dove",82,"Typical","Mouse",336.150311939292,85837.5,3,1,180,1303.66710521609,"curved",-0.02298329360233,0.961208791077715,-0.381689992548505
"503",2102,1640,"Correct",1578,78.37523271,"Seal",74,"Atypical","Mouse",726.799050948588,302218,1,3,282,1706.00334628082,"dCoM",2.19982497069539,0.697945263043662,0.162275386053556
"504",2102,1868,"Correct",1864,55.78422341,"Guineapig",69,"Typical","Mouse",91.4975643941749,19966.5,1,0,450,867.250444436311,"straight",-0.699655189533595,1.49050704217776,1.0582183625746
"505",2102,1641,"Correct",1550,65.49113522,"Frog",65,"Atypical","Mouse",469.331085583329,172164.5,2,0,540,1359.70963291059,"cCoM",0.86382660392554,0.620351802149415,1.5381878142823
"506",2102,986,"Correct",986,54.51389134,"Elephant",36,"Typical","Mouse",31.6227824732365,17336.5,1,1,0,795.664122995337,"straight",-0.726672345585564,-0.942602195863278,-1.34162889596391
"509",2101,1788,"Correct",1633,60.12960789,"Cow",37,"Typical","Mouse",339.901588841571,231267,1,1,810,1307.75964451747,"cCoM",0.236083553480502,-0.397159029405617,1.02430301283355
"510",2101,2124,"Correct",1842,42.76384437,"Salamander",56,"Atypical","Mouse",-283.941567219069,-74029.5,2,3,810,1501.49702691933,"straight",-1.13542899595844,0.205270892855055,1.02430301283355
"511",2101,2236,"Correct",2059,49.69661725,"Guineapig",40,"Typical","Mouse",100.011375671082,81587,2,1,1350,1224.82989610864,"straight",-0.436338169009016,0.83076033367116,2.21932319447269
"514",2101,1860,"Correct",1586,62.28543347,"Dove",59,"Typical","Mouse",226.657973613258,33583,2,2,720,1353.5998225723,"straight",-0.651991111061307,-0.532633700918783,0.82513298256036
"516",2101,1720,"Correct",1587,53.30386738,"Zebra",63,"Typical","Mouse",-128.183546547161,-52388.5,0,3,0,1117.98985615306,"straight",-1.03820907014073,-0.529751261099354,-0.768227259625163
"517",2101,1644,"Correct",1507,51.39032435,"Clownfish",45,"Typical","Mouse",-59.3484520302616,-20288,1,2,0,1116.01779667229,"straight",-0.894000936102948,-0.760346446653678,-0.768227259625163
"518",2101,1440,"Correct",1381,51.79922317,"Elephant",49,"Typical","Mouse",136.39591261532,56951,2,0,0,1159.1250485825,"straight",-0.547012818629886,-1.12353386390174,-0.768227259625163
"519",2101,1273,"Correct",1128,54.09399142,"Cangaroo",43,"Typical","Mouse",-79.2191491404251,-6280.5,1,2,0,1139.82697595597,"straight",-0.831073709501051,-1.85279113821729,-0.768227259625163
"521",2101,1828,"Correct",1617,87.3157124,"Snake",54,"Typical","Mouse",772.889250182256,467803,3,2,0,1971.00557057542,"dCoM",1.29869675865675,-0.443278066516482,-0.768227259625163
"522",2101,2244,"Correct",2066,53.34842911,"Seal",75,"Atypical","Mouse",48.7945523965658,-1136.5,3,2,630,1165.24304970462,"straight",-0.807964828284548,0.850937412407163,0.625962952287169
"523",2099,3528,"Correct",3428,64.27977112,"Seal",253,"Atypical","Touch",148.96149556146,30016,2,0,1546,959.556605808304,"straight",0.64814556711013,1.6533954201911,1.60406021135391
