"unique_trial_id","subject_id","RT","correctness","mousetrackingDuration","movementDirection","exemplar","traveledDistance","trial_type","MAD","AUC","xpos_flips","ypos_flips","initiation_time","total_dist","prototype_label","z_AUC","z_RT","z_initiation_time"
"38",2139,1656,"Correct",1532,73.36527438,"Saigon",71,"Atypical",920.452996570188,368775.5,3,2,360,2494.53367219866,"dCoM",0.703955237390629,-0.439193039804377,0.402294594421138
"39",2138,1254,"Correct",1163,42.67021119,"Las Vegas",41,"Typical",-44.714427161667,8596.5,2,0,0,869.054629898656,"straight",-0.689299374848872,-0.706176424334424,-1.03411982156193
"41",2138,1080,"Correct",1040,52.31064837,"Berlin",37,"Typical",-49.0799620985131,-4582,0,1,450,780.071598500371,"straight",-0.863581757239757,-0.849351754323107,-0.245718432823483
"42",2138,952,"Correct",865,49.38191784,"Moscow",30,"Typical",-24.8492780024175,-3413,0,0,0,751.445105795478,"straight",-0.848122023202124,-1.05305649211188,-1.03411982156193
"43",2138,840,"Correct",823,52.29307811,"London",34,"Typical",-71.0945833945302,-9178,1,1,292,825.233954377224,"straight",-0.92436271330217,-1.10194562918119,-0.522534920424982
"44",2138,2226,"Correct",2165,85.12056252,"Rom",92,"Typical",652.698680082747,108001,2,3,360,2228.83683803847,"dCoM2",0.625300396018431,0.460178702890454,-0.403398710571172
"45",2138,1894,"Correct",1832,82.89699207,"Ottawa",56,"Atypical",502.511784162765,178205.5,1,0,1080,1254.36781925441,"cCoM",1.55373743472245,0.0725576875552402,0.858043511410343
"46",2138,2294,"Correct",2246,57.7274984,"Dubrovnik",63,"Atypical",86.8415253822032,20192.5,3,0,1530,741.789838292817,"straight",-0.535945161076082,0.554464895809831,1.64644490014879
"48",2138,2020,"Correct",1903,50.30788683,"Salzburg",57,"Typical",87.8991500768814,7280.5,0,0,19,791.369493128169,"straight",-0.706703147298423,0.155203609743829,-1.00083176292631
"49",2138,1186,"Correct",1121,56.99146168,"Paris",41,"Typical",55.1688179987259,20551,1,0,450,703.720299982483,"straight",-0.531204087806201,-0.755065561403731,-0.245718432823483
"51",2137,1073,"Correct",858,58.09033332,"Moscow",36,"Typical",40.6718859488878,5325,0,0,270,942.876870338357,"straight",-1.10450005664154,-0.725668139898668,0.161959880647362
"52",2137,1310,"Correct",1137,58.70871313,"Paris",53,"Typical",418.336993500483,223905.5,1,2,0,1319.1323715267,"cCoM",0.526376394517629,-0.432293047436012,-1.5056778734759
"53",2137,1041,"Correct",927,58.49170712,"Berlin",41,"Typical",345.183124430362,212919,1,2,270,1245.0874212972,"cCoM",0.444403738536605,-0.653113009504678,0.161959880647362
"54",2137,2394,"Correct",2277,75.79503107,"Salzburg",96,"Typical",834.819454312233,376057.5,1,2,0,1980.37765810865,"dCoM",1.66161541994199,0.766443889508173,-1.5056778734759
"55",2137,1599,"Correct",1443,57.47358428,"Las Vegas",60,"Typical",110.255817618264,45520.5,0,1,180,982.502533653877,"straight",-0.804592725509216,-0.110526816993099,-0.393919370727059
"56",2137,1326,"Correct",1137,57.51642479,"London",49,"Typical",64.6794138797886,29519,0,0,360,979.842612344183,"straight",-0.923983382650285,-0.432293047436012,0.717839132021784
"57",2137,1373,"Correct",1231,61.98864508,"Dubrovnik",60,"Atypical",353.816948878459,133431.5,3,0,270,1194.61260150845,"curved",-0.148669714545963,-0.333449826319562,0.161959880647362
"59",2137,2972,"Correct",1097,56.47912162,"Rom",44,"Typical",81.7501858867561,44078.5,0,0,484,986.60108476981,"straight",-0.815351799820839,-0.474353992591948,1.48371721169321
"60",2136,6121,"Correct",5873,43.25589738,"Beijing",85,"Atypical",-27.3143933327969,-9203,1,0,810,726.610178756403,"straight",-0.413944898703054,2.74727028416793,-0.258019751608603
"61",2136,3234,"Correct",2977,47.70945015,"Saigon",47,"Atypical",35.2994314962562,13544.5,0,0,2723,681.512230732865,"straight",0.397648008682537,0.516115608005952,2.13067784324394
"62",2136,2241,"Correct",2088,45.78780671,"Las Vegas",52,"Typical",-35.2336930176709,-11573,2,0,1440,668.894525582784,"straight",-0.49850255077488,-0.168793406879406,0.528639675865053
"63",2136,2391,"Correct",2248,47.12852499,"Paris",54,"Typical",-34.9459360200649,-12490.5,1,0,1260,659.325076699237,"straight",-0.531237422410281,-0.0455251927268107,0.303879839444008
"64",2136,1656,"Correct",1529,49.30516334,"Salzburg",41,"Typical",-39.8700599335801,-10650,2,0,0,654.345239428791,"straight",-0.465571448301338,-0.599461730075036,-1.2694390155033
"65",2136,1567,"Correct",1420,48.19625969,"Barcelona",35,"Atypical",-41.0902261878155,-13848,0,0,900,651.780818935418,"straight",-0.579670761096991,-0.683438200966491,-0.145639833398081
"67",2136,1664,"Correct",1490,50.1662622,"Berlin",42,"Typical",333.023484231551,79786.5,1,0,900,1080.01084670766,"cCoM",2.76105222325717,-0.629508357274731,-0.145639833398081
"68",2136,2758,"Correct",2614,47.59844214,"Moscow",63,"Typical",36.2600267922593,10783.5,0,0,1890,670.037692386435,"straight",0.299140127935571,0.236450847147251,1.09053926691767
"69",2136,1392,"Correct",1197,46.75402165,"Rom",33,"Typical",20.9599397295927,7372.5,0,0,810,679.026245065713,"straight",0.177441329953715,-0.855243274441671,-0.258019751608603
"70",2136,2031,"Correct",1873,49.02887954,"London",47,"Typical",-16.2859827480965,-5128,3,1,450,665.531053033833,"straight",-0.268555686807405,-0.334435069646956,-0.707539424450693
"72",2135,1536,"Correct",1376,54.78240703,"Rom",40,"Typical",136.379376900165,61182.5,1,3,493,1009.75352193593,"straight",-0.229396749701079,-0.792169530221414,-0.171964399794837
"73",2135,2560,"Correct",2312,48.87715183,"Moscow",58,"Typical",278.925988709014,112252,0,1,450,959.758788201097,"curved",0.318318324603483,0.475892889424059,-0.283235482015026
"74",2135,2030,"Correct",1353,76.18433323,"Beijing",47,"Atypical",389.24728992726,162381,2,1,0,1183.75760282242,"cCoM",0.855946634256277,-0.823329183695609,-1.44770029594723
"75",2135,1857,"Correct",1692,54.505078,"Salzburg",62,"Typical",356.917401161291,148402,2,2,630,1120.11125487014,"curved",0.706023313610814,-0.364062986836832,0.182550443557857
"76",2135,1562,"Correct",1254,54.31273812,"London",37,"Typical",89.8746315875245,35070.5,0,0,360,709.851221780465,"straight",-0.509445233047121,-0.95745117038888,-0.516128444801467
"78",2135,1754,"Correct",1172,48.75687815,"Ottawa",37,"Atypical",-102.893364191959,-24037,1,0,711,766.174391118493,"straight",-1.14336702109002,-1.06854210886209,0.392154110065654
"79",2135,1973,"Correct",1837,47.8402194,"Berlin",53,"Typical",-163.228841882601,-59412.5,2,2,810,859.744601699731,"straight",-1.52276557817519,-0.167621693195172,0.648336369130739
"80",2135,4129,"Correct",3639,63.33542572,"Las Vegas",117,"Typical",87.306884689901,34119,1,0,1530,721.729234514989,"straight",-0.519649971554465,2.27366941813084,2.51148007142227
"81",2135,2504,"Correct",2364,81.76029451,"Barcelona",58,"Atypical",458.320282222429,202432,1,1,360,1217.53504270169,"cCoM",1.28548944240932,0.546340801626585,-0.516128444801467
"82",2134,1794,"Correct",1721,53.41364618,"Paris",81,"Typical",-23.0192748276051,2648.5,1,0,360,951.925428183565,"straight",-0.228703902434105,-0.46967374629805,-0.14799286392295
"83",2134,1319,"Correct",1317,51.66254279,"Berlin",44,"Typical",-85.8760739246539,-55801,2,0,540,980.311243779951,"straight",-0.675140433105441,-1.35559485349182,0.28419868558655
"85",2134,1890,"Correct",1810,60.00623467,"Salzburg",61,"Typical",-59.8727086779299,-24156.5,1,0,900,873.007656466854,"straight",-0.433440148332618,-0.274507957832095,1.14858178460555
"86",2134,2175,"Correct",1999,58.66456109,"Ottawa",73,"Atypical",-40.1161440184033,-14732.5,0,0,900,862.294291266361,"straight",-0.361459757310511,0.139945233404597,1.14858178460555
"87",2134,1911,"Correct",1782,56.87607073,"London",77,"Typical",-93.301355828995,-45476.5,0,1,0,893.540909717571,"straight",-0.596282034643243,-0.335908430607901,-1.01237596294195
"89",2134,1810,"Correct",1734,54.78789445,"Moscow",62,"Typical",12.5474435961167,4366,0,0,810,915.280168436719,"straight",-0.215585659482018,-0.441166383937854,0.932486009850801
"90",2134,1855,"Correct",1848,51.30744986,"Beijing",62,"Atypical",-42.8871089753934,-17068,2,0,0,968.784381886908,"straight",-0.379298276329201,-0.191178744779215,-1.01237596294195
"92",2134,2021,"Correct",1899,55.3773935,"Saigon",65,"Atypical",-70.5550303116986,-36399,0,0,990,900.772241388926,"straight",-0.526948206173042,-0.0793421693661393,1.3646775593603
"93",2133,1539,"Correct",1402,58.94623661,"Moscow",60,"Typical",47.5541489290489,23394.5,1,1,0,916.325802975679,"straight",-0.593749532862478,-0.618227905536171,-0.976063826947994
"96",2133,1333,"Correct",1238,53.55364415,"London",34,"Typical",43.6535339827472,13225.5,1,1,0,1025.04790274481,"straight",-0.701549132652378,-0.966829305854372,-0.976063826947994
"97",2133,1965,"Correct",1580,57.83296372,"Dubrovnik",52,"Atypical",101.386238646093,35294.5,1,2,0,954.867690717624,"straight",-0.467599937277875,-0.239867849093246,-0.976063826947994
"98",2133,1481,"Correct",1256,53.55538397,"Barcelona",49,"Atypical",206.168547867984,96301.5,2,1,270,1112.16086411895,"curved",0.179123455817068,-0.928568176551155,-0.0866598724860368
"100",2133,1345,"Correct",1254,62.31792564,"Paris",44,"Typical",101.159598135205,45507.5,0,0,540,886.06348699077,"curved",-0.359333902008502,-0.932819413140402,0.80274408197592
"101",2133,1687,"Correct",1387,62.25036306,"Sydney",52,"Atypical",393.755783617079,117078,2,0,0,1305.46550028429,"cCoM",0.399371108982067,-0.650112179955519,-0.976063826947994
"106",2132,1463,"Correct",1267,54.77774997,"Rom",45,"Typical",-17.7735757413986,-5029,0,0,630,812.552729903199,"straight",-0.881851804516075,-0.69407027534224,0.688375318986574
"107",2132,2887,"Correct",2769,61.9066393,"Beijing",87,"Atypical",67.9940080965887,26036,0,0,694,798.912014857242,"straight",-0.528542421220355,2.34936475639649,0.929524062311555
"108",2132,2456,"Correct",2312,88.08036865,"Salzburg",79,"Typical",614.00765895178,105758.5,3,0,0,1669.48402550654,"cCoM",0.378159890377682,1.42336621478225,-1.68543262311871
"109",2132,2025,"Correct",1793,85.85557028,"Saigon",61,"Atypical",496.383427596664,206392.5,1,0,900,1344.21933853301,"cCoM",1.52269349664137,0.371739862270659,1.70572157988884
"110",2132,1137,"Correct",1051,57.57262228,"Berlin",33,"Typical",92.7748899395087,50556.5,1,0,450,855.496058544006,"curved",-0.24966514025777,-1.13174135846845,0.0101444783850653
"111",2132,1608,"Correct",1488,59.73995605,"Sydney",61,"Atypical",241.308061068166,88993.5,1,0,540,979.573345470572,"curved",0.18748769301883,-0.246267917143665,0.34925989868582
"112",2132,1552,"Correct",1449,58.92657799,"Dubrovnik",63,"Atypical",-67.048444108653,6098.5,2,1,270,830.820281864919,"straight",-0.755296190074642,-0.325291862708119,-0.668086362216444
"113",2132,2057,"Correct",1905,64.27478367,"Rio de Janeiro",84,"Atypical",485.217928748552,36211,3,2,270,2110.12150213618,"dCoM2",-0.412819808149892,0.598680423891656,-0.668086362216444
"114",2132,1784,"Correct",1686,87.58633292,"Las Vegas",65,"Typical",481.76672373278,203377.5,3,1,441,1292.6283694699,"cCoM",1.4884032088372,0.154930575722027,-0.0237670636450102
"115",2132,1568,"Correct",1473,62.71197205,"London",58,"Typical",582.091642129022,227205,2,0,450,1493.33668970562,"cCoM",1.75939884155823,-0.276661742360762,0.0101444783850653
"116",2132,1568,"Correct",1361,53.42241995,"Moscow",44,"Typical",-32.5405327465244,-10722,0,0,720,814.894538872701,"straight",-0.946599601686606,-0.50360230398176,1.02749073928733
"117",2132,1159,"Correct",1031,54.41733979,"Paris",36,"Typical",-58.6224540240835,-25108.5,2,0,0,848.508206831235,"straight",-1.11022057199994,-1.17226645875791,-1.68543262311871
"118",2132,1631,"Correct",1339,56.34837821,"Barcelona",55,"Atypical",80.0706595116391,32841,0,0,450,825.543873291034,"straight",-0.451147592528021,-0.54817991430017,0.0101444783850653
"119",2131,2250,"Correct",2117,58.01169596,"Las Vegas",161,"Typical",92.7739993463017,58442.5,1,1,980,984.092579964193,"straight",6.03453679203208e-05,-0.312021219044825,0.24238938748063
"120",2131,1677,"Correct",1665,59.23484504,"Moscow",143,"Typical",-17.7305260449848,-6514.5,1,1,759,895.001802751226,"straight",-0.380224004124541,-0.630436759702587,-0.141716906083545
"121",2131,2442,"Correct",2273,61.08399499,"Dubrovnik",178,"Atypical",54.1608402641507,28323,0,0,1363,863.298651285083,"straight",-0.176271296557325,-0.202125589968253,0.908057760490037
"122",2131,1812,"Correct",1656,87.90889772,"London",185,"Typical",758.767656603955,354478,2,2,575,1833.82422195017,"dCoM",1.73317098077558,-0.636776892149312,-0.461515811132451
"123",2131,6514,"Correct",6446,45.11730692,"Barcelona",309,"Atypical",-131.689559674099,-84859.5,2,0,2004,1076.43692918482,"straight",-0.838887079097012,2.73758248783007,2.02213981557889
"124",2131,3352,"Correct",3340,47.98227726,"Ottawa",242,"Atypical",-103.485188469837,-52817,0,0,1541,971.050325836242,"straight",-0.651297423346098,0.549532334549074,1.21742844037431
"125",2131,2082,"Correct",1948,80.9092629,"Berlin",195,"Typical",726.464799177494,427043,3,3,496,1863.2169679362,"dCoM",2.15799561585603,-0.431074817211112,-0.598820775800188
"127",2131,2116,"Correct",1825,48.05009606,"Rom",127,"Typical",-159.546099736611,-65978,1,0,1195,1025.46645298751,"straight",-0.728347199716162,-0.517723293983025,0.616067455880167
"128",2131,1946,"Correct",1677,55.1350496,"Beijing",127,"Atypical",33.2254405250712,17548,0,2,114,903.290199160122,"straight",-0.239352471269539,-0.62198324977362,-1.26275111128216
"129",2131,2407,"Correct",2217,55.03320301,"Paris",239,"Typical",-155.691244154315,-18749.5,2,0,928,998.44630280098,"straight",-0.451852604830242,-0.241575302970099,0.152011436053765
"131",2131,1756,"Correct",1611,61.18311078,"Saigon",152,"Atypical",42.1181061653269,18106.5,2,1,191,841.309445870004,"straight",-0.236082788106962,-0.668477554382939,-1.1289222216693
"132",2128,1320,"Correct",1306,52.54301323,"Beijing",38,"Atypical",-85.4860252189479,-34026.5,1,1,360,1144.04167795225,"straight",-0.920675666433271,-0.0752144366918221,0.487755025034105
"133",2128,1552,"Correct",1424,51.68788866,"London",60,"Typical",890.445953996697,378458,2,2,443,2451.06126090721,"dCoM",1.24101871266153,0.360383282554068,0.848813371324679
"134",2128,1160,"Correct",1091,57.6980022,"Sydney",38,"Atypical",-213.554132635758,-53063,2,0,460,1415.66988561121,"straight",-1.02043964555888,-0.868888247182214,0.922765080805881
"135",2128,1391,"Correct",1312,56.09895475,"Paris",54,"Typical",889.948553426357,424081.5,2,2,0,2139.75206263643,"dCoM",1.48011633573496,-0.0530654001199971,-1.07828117574429
"136",2128,1161,"Correct",993,48.68457398,"Berlin",40,"Typical",-177.453704318387,-8445.5,1,1,180,1228.51518289969,"straight",-0.786614134638442,-1.23065584452202,-0.295263075355093
"138",2128,1560,"Correct",1310,79.6947717,"Dubrovnik",48,"Atypical",625.13906806032,165294.5,2,3,0,2340.30071606146,"dCoM2",0.123899548721614,-0.0604484123106055,-1.07828117574429
"139",2128,1383,"Correct",1271,54.87216875,"Moscow",38,"Typical",53.0885709848134,14455.5,3,1,540,937.000409965477,"straight",-0.666597593469865,-0.204417150027467,1.2707731254233
"140",2127,1853,"Correct",1849,70.22945948,"Paris",22,"Typical",0.863174219882885,600,0,0,0,1390.23026878653,"curved",0.203295962477252,-0.525072856377688,NA
"141",2127,2635,"Correct",2628,71.31794421,"Beijing",31,"Atypical",-6.67183755947963,-4553,1,0,0,1366.13791508098,"curved",-1.27041029713487,0.660182881432277,NA
"142",2127,1739,"Correct",1734,76.16403225,"Berlin",21,"Typical",-1.15674760794263,-788.5,0,0,0,1363.3566347754,"curved",-0.193801095832749,-0.700046424860545,NA
"143",2127,3731,"Correct",3727,72.10337593,"Salzburg",43,"Typical",4.94279629420468,3382.5,0,0,0,1369.03381260449,"curved",0.9990630238727,2.33232159241193,NA
"144",2127,2267,"Correct",2260,72.5709537,"Dubrovnik",27,"Atypical",3.46372669270731,2312.5,0,1,0,1339.87835276474,"curved",0.693053767558907,0.100267462287133,NA
"145",2127,1820,"Correct",1817,72.62144241,"Las Vegas",22,"Typical",6.24584390205124,4240,0,0,0,1358.84886295398,"curved",1.24429941386249,-0.573761153694657,NA
"146",2127,1713,"Correct",1709,75.37293199,"London",20,"Typical",1.30890993564137,891,0,0,0,1361.44987690699,"curved",0.286519040596237,-0.738084157139428,NA
"147",2127,1451,"Correct",1444,75.17429991,"Rom",18,"Typical",-4.33078783654542,-2968,1,1,0,1379.24396395645,"curved",-0.81711621184762,-1.14128411929558,NA
"148",2127,2403,"Correct",2399,71.55501689,"Saigon",28,"Atypical",3.05931150999042,2080,0,0,0,1359.89218867239,"curved",0.626561102051471,0.311757253757718,NA
"149",2127,2382,"Correct",2374,73.32935839,"Moscow",28,"Typical",-9.10626698556899,-6305,1,0,0,1386.25708241547,"curved",-1.77146470560381,0.273719521478836,NA
"150",2126,1868,"Correct",1771,84.65282274,"Barcelona",62,"Atypical",889.372601067411,307432.5,2,3,450,2068.70531037613,"dCoM",0.639104628036859,0.421114074330676,-0.0253450838876431
"151",2126,1567,"Correct",1266,63.99807139,"Saigon",55,"Atypical",32.4934452732076,3733,0,0,450,803.143614132557,"straight",-1.408622265222,-0.345237664541365,-0.0253450838876431
"152",2126,1362,"Correct",1249,67.71006547,"Las Vegas",46,"Typical",769.169153536173,279719,2,2,450,1791.09367522838,"dCoM",0.452243341612847,-0.371035643869731,-0.0253450838876431
"153",2126,3503,"Correct",3376,68.89644681,"Salzburg",130,"Typical",755.537893611069,321715,1,2,1170,1768.53344944088,"dCoM",0.735405936906217,2.85674682856756,2.40778296932609
"154",2126,1401,"Correct",1163,58.77116773,"Beijing",42,"Atypical",-61.5286443403338,-22443.5,2,0,540,828.577346588548,"straight",-1.5851201620621,-0.501543068707346,0.278795922764074
"156",2126,1364,"Correct",1184,78.02700701,"Moscow",39,"Typical",727.322639822984,347802.5,3,3,0,1702.42429094418,"dCoM",0.911303741571324,-0.469674976595835,-1.54605011714623
"157",2126,1815,"Correct",1729,85.75202098,"Ottawa",63,"Atypical",580.1425147153,284977.5,2,1,630,1519.67474120341,"cCoM",0.487699349502889,0.357377890107655,0.582936929415791
"158",2126,1365,"Correct",1292,55.5988107,"London",50,"Typical",345.731241782398,167331,3,0,450,1254.21028706069,"cCoM",-0.30554496584099,-0.305781931450923,-0.0253450838876431
"159",2126,1119,"Correct",1024,53.67920153,"Paris",37,"Typical",59.2404942450226,24362,0,0,450,861.750220652775,"straight",-1.2695289901885,-0.712479487921631,-0.0253450838876431
"161",2126,1072,"Correct",855,54.71755926,"Berlin",32,"Typical",808.243869343621,405285,1,0,450,1917.10766746483,"dCoM",1.29888574661826,-0.968941753009502,-0.0253450838876431
"163",2125,3026,"Correct",2865,57.02451084,"Las Vegas",92,"Typical",297.775325861306,75750,3,0,810,1332.15413181368,"straight",-0.359977673881882,0.526589462373505,0.640143108222049
"164",2125,1798,"Correct",1633,50.22854867,"Moscow",44,"Typical",21.0285769132613,5622.5,0,1,990,908.806501266961,"straight",-0.77541437605775,-0.882053229736851,1.03475187356441
"165",2125,2683,"Correct",2519,59.78105043,"London",106,"Typical",280.088700660219,125468.5,2,2,180,1180.84378639872,"curved",-0.0654442928668604,0.130980394621733,-0.740987570476207
"166",2125,2413,"Correct",2254,58.43330147,"Barcelona",84,"Atypical",157.497410892451,77326.5,3,3,810,999.305979728008,"curved",-0.350638456585097,-0.172014989639017,0.640143108222049
"167",2125,2633,"Correct",2443,46.56373828,"Sydney",71,"Atypical",-42.7780594965024,-20732,2,1,180,1106.75717153807,"straight",-0.931538957249064,0.0440836051733672,-0.740987570476207
"168",2125,1579,"Correct",1371,50.75720994,"Berlin",60,"Typical",125.784691693868,44675,2,2,0,973.726537446863,"straight",-0.544066590784881,-1.18161847757201,-1.13559633581857
"169",2125,1543,"Correct",1301,56.61397688,"Paris",55,"Typical",170.796649439976,97553,1,0,360,1029.78097660952,"straight",-0.230816269047252,-1.26165499416919,-0.346378805133848
"171",2124,872,"Correct",729,55.47982236,"Paris",37,"Typical",-175.459982854826,-104956.5,0,0,0,1090.02954081226,"straight",-0.916063771709107,-1.72063765188953,-0.675423670352646
"172",2124,1312,"Correct",1179,48.98552908,"Salzburg",45,"Typical",-82.9851603586471,-61703.5,1,2,360,1142.79672482237,"straight",-0.770572784207491,-0.335508951799568,0.370393625677257
"173",2124,1337,"Correct",1104,57.28791778,"Beijing",31,"Atypical",53.7882056386889,35092,0,0,720,979.552642605885,"straight",-0.444979810755644,-0.566363735147895,1.41621092170716
"174",2124,1208,"Correct",1069,53.01880365,"Rom",37,"Typical",-96.0434195823351,-57427,2,0,0,1047.12636116618,"straight",-0.756187835000484,-0.674095967377114,-0.675423670352646
"175",2124,2096,"Correct",1672,88.70446784,"Rio de Janeiro",74,"Atypical",981.133408632488,448551.5,3,3,180,2450.28821803098,"dCoM",0.945782239204467,1.18197649074343,-0.152515022337694
"176",2124,1800,"Correct",1627,54.79988411,"Las Vegas",40,"Typical",24.121999272017,9632.5,0,2,0,1022.50300713116,"straight",-0.530618443828434,1.04346362073444,-0.675423670352646
"177",2124,1584,"Correct",1462,59.30688841,"London",46,"Typical",1087.12370349236,717424,2,2,0,2702.09835322458,"dCoM",1.85019408432569,0.535583097368118,-0.675423670352646
"178",2124,1592,"Correct",1476,52.24614889,"Saigon",35,"Atypical",57.1487293279727,42018,1,0,990,1061.24090171155,"straight",-0.421682685020176,0.578675990259805,2.20057389372959
"179",2124,1944,"Correct",1808,65.28739543,"Ottawa",77,"Atypical",817.115555588701,-47187.5,3,3,0,3461.44876956089,"dCoM2",-0.721745022559201,1.6005931645484,-0.675423670352646
"180",2124,1256,"Correct",1066,79.81907057,"Moscow",46,"Typical",934.200378269035,636567,1,1,0,2338.4110294,"dCoM",1.5782137644307,-0.683330158711047,-0.675423670352646
"181",2124,1480,"Correct",1303,63.51138948,"Barcelona",50,"Atypical",913.590299850338,404525.5,2,1,540,2431.09887121245,"dCoM",0.797691096029515,0.0461709566696653,0.893302273692209
"182",2124,1104,"Correct",961,48.95602066,"Berlin",35,"Typical",-96.4024795661839,-13976,2,0,0,1113.77877275313,"straight",-0.610030830909837,-1.0065268553987,-0.675423670352646
"183",2123,1111,"Correct",1050,51.76994703,"London",37,"Typical",14.0790791818952,8435.5,0,2,450,1018.64430623834,"straight",-1.05080663112435,-0.529293432310228,1.46737617124353
"184",2123,920,"Correct",846,56.22706331,"Berlin",30,"Typical",40.8062036746939,18099.5,0,0,0,982.820464822345,"straight",-0.999456085111087,-0.813848885617404,-0.713858677902256
"185",2123,1184,"Correct",1156,59.56269012,"Moscow",38,"Typical",756.454372461803,381058,1,1,0,1815.15460708376,"dCoM",0.929157031109511,-0.381436186964343,-0.713858677902256
"186",2123,1879,"Correct",1810,88.92957561,"Saigon",69,"Atypical",1001.39136536876,433112.5,2,2,0,2304.95664370315,"dCoM",1.20575336776592,0.530815119226309,-0.713858677902256
"187",2123,1040,"Correct",738,48.41044974,"Las Vegas",30,"Typical",127.349647935701,82745,0,1,0,1125.84966507719,"straight",-0.655956320800185,-0.964495890309438,-0.713858677902256
"188",2123,1338,"Correct",1273,56.0326896,"Paris",36,"Typical",803.370299748113,421119,2,2,360,1982.30076602841,"dCoM",1.14202481089401,-0.218235265214639,1.03112920141437
"189",2123,2576,"Correct",2528,69.86154275,"Rio de Janeiro",86,"Atypical",1016.41843840344,478714.5,1,1,360,2397.74714984426,"dCoM",1.44806375676602,1.53233872449372,1.03112920141437
"191",2123,1055,"Correct",988,51.31429828,"Rom",33,"Typical",337.898312253399,206013,1,1,0,1320.14043954737,"curved",-0.000960552385116112,-0.61577597204084,-0.713858677902256
"192",2123,1255,"Correct",1186,48.68283638,"Salzburg",30,"Typical",57.1147592385429,39989,1,2,450,1131.30915886436,"straight",-0.883144229051756,-0.339589796772111,1.46737617124353
"193",2123,1249,"Correct",1169,54.25295433,"Dubrovnik",32,"Atypical",38.6282751173876,23600,0,0,0,1016.79891017026,"straight",-0.970228676341844,-0.363302751214376,-0.713858677902256
"195",2122,1640,"Correct",1365,80.81865289,"Rio de Janeiro",56,"Atypical",565.02646148429,41127.5,2,0,180,2101.79918010996,"dCoM2",-0.942865770948332,0.778971369827298,-0.286122925324354
"196",2122,1599,"Correct",1505,41.86698396,"Beijing",59,"Atypical",334.04527009713,90142,2,0,450,1173.02687197892,"curved",-0.323671100734961,1.3492561216719,1.15682458600967
"197",2122,1247,"Correct",1195,60.52132183,"Salzburg",52,"Typical",606.482049208569,146138.5,1,0,270,1395.46815860024,"cCoM",0.383726390835962,0.0864827425874234,0.194859578453655
"198",2122,1199,"Correct",1095,61.34637404,"Paris",49,"Typical",596.313991374535,192420,1,0,360,1458.42393285479,"cCoM",0.968395379185943,-0.32086350873015,0.675842082231664
"199",2122,1176,"Correct",1008,73.91966168,"Moscow",43,"Typical",696.599742605857,197679.5,1,2,0,1568.13158932962,"dCoM",1.03483805161935,-0.675254747376438,-1.24808793288037
"200",2122,1504,"Correct",1178,50.07844249,"Saigon",45,"Atypical",64.3440078241029,26708,1,2,270,762.030150137658,"straight",-1.125025693974,0.017233879863436,0.194859578453655
"201",2122,847,"Correct",605,44.81439259,"Berlin",18,"Typical",19.4300052597801,7345,0,2,0,729.795134623494,"straight",-1.3696362969454,-2.31686014018626,-1.24808793288037
"202",2122,1618,"Correct",1460,77.45798148,"Barcelona",53,"Atypical",581.05607636214,219055,1,3,540,1422.91797855551,"cCoM",1.30487234092447,1.16595030857899,1.63780708978768
"203",2122,1094,"Correct",986,53.10883838,"Dubrovnik",41,"Atypical",113.092247757476,42577.5,2,3,0,733.563452458954,"straight",-0.92454808390043,-0.764870922666304,-1.24808793288037
"204",2122,1296,"Correct",1062,86.33707936,"Las Vegas",41,"Typical",577.447868002495,206881.5,2,1,270,1442.08151594783,"cCoM",1.15108588349162,-0.455287771664949,0.194859578453655
"205",2122,1375,"Correct",1252,48.88762917,"Sydney",56,"Atypical",280.210846349537,81698,2,0,270,1056.09520899034,"curved",-0.430343203791847,0.31867010583844,0.194859578453655
"207",2121,1703,"Correct",1690,78.5559979,"Rom",20,"Typical",-5.41258960839254,-3573,0,0,0,1320.54270843072,"curved",-0.570596203094418,-0.575352159189912,NA
"208",2121,2814,"Correct",2807,73.58805614,"Ottawa",33,"Atypical",8.7199949970532,5890,0,0,0,1352.33843197646,"curved",0.871630317347494,0.292415005021716,NA
"209",2121,1800,"Correct",1791,77.70550045,"Paris",21,"Typical",-9.68763514782044,-6346,0,0,0,1310.87489193537,"curved",-0.993220544337725,-0.496887984091099,NA
"210",2121,4375,"Correct",4360,73.45040502,"Las Vegas",50,"Typical",18.2480716897105,12288,0,1,0,1370.56023493567,"curved",1.84672968095178,1.49889880629357,NA
"211",2121,2031,"Correct",2020,75.49278682,"Barcelona",24,"Atypical",1.87338087151798,1265,0,0,0,1350.55478541582,"curved",0.166748392266247,-0.318984062332403,NA
"212",2121,1590,"Correct",1587,74.36843097,"Berlin",19,"Typical",-2.31487702516111,-1581,0,0,0,1366.01319226984,"curved",-0.26700165287564,-0.655370080330286,NA
"213",2121,1911,"Correct",1896,74.4276924,"London",23,"Typical",-0.0626296696293715,-42,0,0,0,1341.21753096595,"curved",-0.0324474295891454,-0.415316316909164,NA
"214",2121,5133,"Correct",5118,73.09704659,"Dubrovnik",58,"Atypical",-12.5857924294902,-8652,1,0,0,1377.58831059536,"curved",-1.34467086201067,2.08776855604506,NA
